id,name,price,barcode,stock_quantity,village,category,description
1,Fresh Maize,26.013140825,85001,50,Vhulaudzi,Agriculture,
2,Goat,585.2956685624999,85002,5,Gundo,Livestock,
3,Wood Carving,390.197112375,85003,10,Sibasa,Arts & Crafts,
4,Fresh Vegetables (Thohoyandou),26.013140825,100000,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
5,Mobile Charging (Thohoyandou),27.31379786625,100001,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
6,Tailoring Services (Thohoyandou),28.6144549075,100002,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
7,Bakery Items (Thohoyandou),29.915111948749995,100003,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
8,Phone Repairs (Thohoyandou),31.215768989999997,100004,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
9,Fresh Vegetables (Thohoyandou),32.51642603124999,100005,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
10,Mobile Charging (Thohoyandou),33.8170830725,100006,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
11,Tailoring Services (Thohoyandou),35.117740113749996,100007,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
12,Bakery Items (Thohoyandou),36.418397154999994,100008,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
13,Phone Repairs (Thohoyandou),37.71905419624999,100009,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
14,Fresh Vegetables (Thohoyandou),39.01971123749999,100010,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
15,Mobile Charging (Thohoyandou),40.32036827875,100011,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
16,Tailoring Services (Thohoyandou),41.62102532,100012,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
17,Bakery Items (Thohoyandou),42.92168236124999,100013,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
18,Phone Repairs (Thohoyandou),44.2223394025,100014,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
19,Fresh Vegetables (Thohoyandou),45.522996443749996,100015,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
20,Mobile Charging (Thohoyandou),46.823653485,100016,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
21,Tailoring Services (Thohoyandou),48.12431052624999,100017,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
22,Bakery Items (Thohoyandou),49.4249675675,100018,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
23,Phone Repairs (Thohoyandou),50.725624608749996,100019,3,Thohoyandou,Agriculture,Available in Thohoyandou. Population: 1507
24,Maize Harvest (Manini),26.013140825,100020,8,Manini,Agriculture,Available in Manini. Population: 4090
25,Chickens (Manini),27.31379786625,100021,8,Manini,Agriculture,Available in Manini. Population: 4090
26,Traditional Crafts (Manini),28.6144549075,100022,8,Manini,Agriculture,Available in Manini. Population: 4090
27,Transport Services (Manini),29.915111948749995,100023,8,Manini,Agriculture,Available in Manini. Population: 4090
28,Fresh Milk (Manini),31.215768989999997,100024,8,Manini,Agriculture,Available in Manini. Population: 4090
29,Maize Harvest (Manini),32.51642603124999,100025,8,Manini,Agriculture,Available in Manini. Population: 4090
30,Chickens (Manini),33.8170830725,100026,8,Manini,Agriculture,Available in Manini. Population: 4090
31,Traditional Crafts (Manini),35.117740113749996,100027,8,Manini,Agriculture,Available in Manini. Population: 4090
32,Transport Services (Manini),36.418397154999994,100028,8,Manini,Agriculture,Available in Manini. Population: 4090
33,Fresh Milk (Manini),37.71905419624999,100029,8,Manini,Agriculture,Available in Manini. Population: 4090
34,Maize Harvest (Manini),39.01971123749999,100030,8,Manini,Agriculture,Available in Manini. Population: 4090
35,Chickens (Manini),40.32036827875,100031,8,Manini,Agriculture,Available in Manini. Population: 4090
36,Traditional Crafts (Manini),41.62102532,100032,8,Manini,Agriculture,Available in Manini. Population: 4090
37,Transport Services (Manini),42.92168236124999,100033,8,Manini,Agriculture,Available in Manini. Population: 4090
38,Fresh Milk (Manini),44.2223394025,100034,8,Manini,Agriculture,Available in Manini. Population: 4090
39,Maize Harvest (Manini),45.522996443749996,100035,8,Manini,Agriculture,Available in Manini. Population: 4090
40,Chickens (Manini),46.823653485,100036,8,Manini,Agriculture,Available in Manini. Population: 4090
41,Traditional Crafts (Manini),48.12431052624999,100037,8,Manini,Agriculture,Available in Manini. Population: 4090
42,Transport Services (Manini),49.4249675675,100038,8,Manini,Agriculture,Available in Manini. Population: 4090
43,Fresh Milk (Manini),50.725624608749996,100039,8,Manini,Agriculture,Available in Manini. Population: 4090
44,Maize Harvest (Manini),52.02628165,100040,8,Manini,Agriculture,Available in Manini. Population: 4090
45,Chickens (Manini),53.32693869124999,100041,8,Manini,Agriculture,Available in Manini. Population: 4090
46,Traditional Crafts (Manini),54.6275957325,100042,8,Manini,Agriculture,Available in Manini. Population: 4090
47,Transport Services (Manini),55.928252773749996,100043,8,Manini,Agriculture,Available in Manini. Population: 4090
48,Fresh Milk (Manini),57.228909815,100044,8,Manini,Agriculture,Available in Manini. Population: 4090
49,Maize Harvest (Manini),58.52956685624999,100045,8,Manini,Agriculture,Available in Manini. Population: 4090
50,Chickens (Manini),59.83022389749999,100046,8,Manini,Agriculture,Available in Manini. Population: 4090
51,Traditional Crafts (Manini),61.130880938749996,100047,8,Manini,Agriculture,Available in Manini. Population: 4090
52,Transport Services (Manini),62.431537979999995,100048,8,Manini,Agriculture,Available in Manini. Population: 4090
53,Fresh Milk (Manini),63.73219502124999,100049,8,Manini,Agriculture,Available in Manini. Population: 4090
54,Maize Harvest (Manini),65.03285206249998,100050,8,Manini,Agriculture,Available in Manini. Population: 4090
55,Chickens (Manini),66.33350910375,100051,8,Manini,Agriculture,Available in Manini. Population: 4090
56,Traditional Crafts (Manini),67.634166145,100052,8,Manini,Agriculture,Available in Manini. Population: 4090
57,Transport Services (Manini),68.93482318624999,100053,8,Manini,Agriculture,Available in Manini. Population: 4090
58,Fresh Milk (Manini),70.23548022749999,100054,8,Manini,Agriculture,Available in Manini. Population: 4090
59,Maize Harvest (Manini),71.53613726874998,100055,8,Manini,Agriculture,Available in Manini. Population: 4090
60,Chickens (Manini),72.83679430999999,100056,8,Manini,Agriculture,Available in Manini. Population: 4090
61,Traditional Crafts (Manini),74.13745135124998,100057,8,Manini,Agriculture,Available in Manini. Population: 4090
62,Transport Services (Manini),75.43810839249998,100058,8,Manini,Agriculture,Available in Manini. Population: 4090
63,Fresh Milk (Manini),76.73876543374999,100059,8,Manini,Agriculture,Available in Manini. Population: 4090
64,Wood Carvings (Sibasa),26.013140825,100060,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
65,Furniture (Sibasa),27.31379786625,100061,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
66,Agricultural Tools (Sibasa),28.6144549075,100062,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
67,Clothing (Sibasa),29.915111948749995,100063,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
68,Electronics (Sibasa),31.215768989999997,100064,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
69,Wood Carvings (Sibasa),32.51642603124999,100065,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
70,Furniture (Sibasa),33.8170830725,100066,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
71,Agricultural Tools (Sibasa),35.117740113749996,100067,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
72,Clothing (Sibasa),36.418397154999994,100068,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
73,Electronics (Sibasa),37.71905419624999,100069,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
74,Wood Carvings (Sibasa),39.01971123749999,100070,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
75,Furniture (Sibasa),40.32036827875,100071,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
76,Agricultural Tools (Sibasa),41.62102532,100072,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
77,Clothing (Sibasa),42.92168236124999,100073,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
78,Electronics (Sibasa),44.2223394025,100074,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
79,Wood Carvings (Sibasa),45.522996443749996,100075,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
80,Furniture (Sibasa),46.823653485,100076,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
81,Agricultural Tools (Sibasa),48.12431052624999,100077,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
82,Clothing (Sibasa),49.4249675675,100078,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
83,Electronics (Sibasa),50.725624608749996,100079,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
84,Wood Carvings (Sibasa),52.02628165,100080,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
85,Furniture (Sibasa),53.32693869124999,100081,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
86,Agricultural Tools (Sibasa),54.6275957325,100082,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
87,Clothing (Sibasa),55.928252773749996,100083,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
88,Electronics (Sibasa),57.228909815,100084,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
89,Wood Carvings (Sibasa),58.52956685624999,100085,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
90,Furniture (Sibasa),59.83022389749999,100086,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
91,Agricultural Tools (Sibasa),61.130880938749996,100087,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
92,Clothing (Sibasa),62.431537979999995,100088,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
93,Electronics (Sibasa),63.73219502124999,100089,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
94,Wood Carvings (Sibasa),65.03285206249998,100090,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
95,Furniture (Sibasa),66.33350910375,100091,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
96,Agricultural Tools (Sibasa),67.634166145,100092,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
97,Clothing (Sibasa),68.93482318624999,100093,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
98,Electronics (Sibasa),70.23548022749999,100094,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
99,Wood Carvings (Sibasa),71.53613726874998,100095,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
100,Furniture (Sibasa),72.83679430999999,100096,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
101,Agricultural Tools (Sibasa),74.13745135124998,100097,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
102,Clothing (Sibasa),75.43810839249998,100098,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
103,Electronics (Sibasa),76.73876543374999,100099,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
104,Wood Carvings (Sibasa),78.03942247499998,100100,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
105,Furniture (Sibasa),79.34007951624997,100101,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
106,Agricultural Tools (Sibasa),80.6407365575,100102,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
107,Clothing (Sibasa),81.94139359875,100103,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
108,Electronics (Sibasa),83.24205064,100104,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
109,Wood Carvings (Sibasa),84.54270768125,100105,9,Sibasa,Agriculture,Available in Sibasa. Population: 4660
110,Local Produce (Mukhomi),26.013140825,100106,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
111,Handicrafts (Mukhomi),27.31379786625,100107,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
112,Services (Mukhomi),28.6144549075,100108,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
113,Food Items (Mukhomi),29.915111948749995,100109,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
114,Household Goods (Mukhomi),31.215768989999997,100110,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
115,Local Produce (Mukhomi),32.51642603124999,100111,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
116,Handicrafts (Mukhomi),33.8170830725,100112,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
117,Services (Mukhomi),35.117740113749996,100113,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
118,Food Items (Mukhomi),36.418397154999994,100114,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
119,Household Goods (Mukhomi),37.71905419624999,100115,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
120,Local Produce (Mukhomi),39.01971123749999,100116,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
121,Handicrafts (Mukhomi),40.32036827875,100117,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
122,Services (Mukhomi),41.62102532,100118,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
123,Food Items (Mukhomi),42.92168236124999,100119,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
124,Household Goods (Mukhomi),44.2223394025,100120,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
125,Local Produce (Mukhomi),45.522996443749996,100121,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
126,Handicrafts (Mukhomi),46.823653485,100122,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
127,Services (Mukhomi),48.12431052624999,100123,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
128,Food Items (Mukhomi),49.4249675675,100124,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
129,Household Goods (Mukhomi),50.725624608749996,100125,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
130,Local Produce (Mukhomi),52.02628165,100126,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
131,Handicrafts (Mukhomi),53.32693869124999,100127,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
132,Services (Mukhomi),54.6275957325,100128,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
133,Food Items (Mukhomi),55.928252773749996,100129,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
134,Household Goods (Mukhomi),57.228909815,100130,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
135,Local Produce (Mukhomi),58.52956685624999,100131,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
136,Handicrafts (Mukhomi),59.83022389749999,100132,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
137,Services (Mukhomi),61.130880938749996,100133,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
138,Food Items (Mukhomi),62.431537979999995,100134,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
139,Household Goods (Mukhomi),63.73219502124999,100135,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
140,Local Produce (Mukhomi),65.03285206249998,100136,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
141,Handicrafts (Mukhomi),66.33350910375,100137,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
142,Services (Mukhomi),67.634166145,100138,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
143,Food Items (Mukhomi),68.93482318624999,100139,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
144,Household Goods (Mukhomi),70.23548022749999,100140,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
145,Local Produce (Mukhomi),71.53613726874998,100141,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
146,Handicrafts (Mukhomi),72.83679430999999,100142,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
147,Services (Mukhomi),74.13745135124998,100143,9,Mukhomi,Agriculture,Available in Mukhomi. Population: 4998
